Issue_id,Duplicate
170899,170765;170834;170842;171042;171043
170901,161749;167183;169300;170511;170535;172553;173156;173670;174187;174850;175609;175803;177432;177466;177487;177551
170910,NULL
170946,NULL
170958,170521;171293;171940;171945
170961,NULL
170967,NULL
170978,NULL
170979,168416;170459;170463;171566
170984,NULL
171018,170633
171037,NULL
171038,NULL
171042,170765;170834;170842;170899;171043
171043,170765;170834;170842;170899;171042
171066,NULL
171072,NULL
171101,NULL
171104,171346
171106,171728;319933
171107,NULL
171122,NULL
171132,216861;221609;225858;239553;245790;268051;268122;299958;306758;308525;318329;351933
171134,167100
171147,NULL
171174,NULL
171184,171185;171187;171189;171190;171191;171192;171193;171194;171196
171185,171184;171187;171189;171190;171191;171192;171193;171194;171196
171187,171184;171185;171189;171190;171191;171192;171193;171194;171196
171189,171184;171185;171187;171190;171191;171192;171193;171194;171196
171190,171184;171185;171187;171189;171191;171192;171193;171194;171196
171191,171184;171185;171187;171189;171190;171192;171193;171194;171196
171192,171184;171185;171187;171189;171190;171191;171193;171194;171196
171193,171184;171185;171187;171189;171190;171191;171192;171194;171196
171194,171184;171185;171187;171189;171190;171191;171192;171193;171196
171196,171184;171185;171187;171189;171190;171191;171192;171193;171194
171199,NULL
171218,NULL
171239,NULL
171242,NULL
171245,NULL
171252,NULL
171253,NULL
171271,NULL
171292,210866;222383;226401;227146;227588;231794;237360;250955;251261;252766;255212;255218;266659;269059;269693;270187;273159;274719;274917;281598;288641;288643;295416;307503
171293,170521;170958;171940;171945
171299,170677;171848;173904;206104
171302,NULL
171303,NULL
171327,NULL
171330,NULL
171339,NULL
171346,171104
171347,168442;170568
171348,NULL
171349,184298;185100;192183;193124;197554;211525;214631;215525;218095;220841;221439;223659;224682;236412;239150;239993;245069;245966;249427;253223;254046;259269;259634;260596;270131;272741;277609;278066;301906;304317
171350,171876;213720;214658;216967;239544;240863;242401;249648;256887
171397,NULL
171402,NULL
171427,NULL
171430,NULL
171435,NULL
171447,171472
171448,NULL
171451,NULL
171459,NULL
171467,356418;426206
171472,171447
171479,NULL
171487,NULL
171495,212032
171496,170861;173132;174786;175361
171498,NULL
171501,NULL
171502,181185;219457;221051;231254;254020;254204;287026
171545,NULL
171554,NULL
171561,190021;239342
171565,NULL
171566,168416;170459;170463;170979
171572,NULL
171574,NULL
171575,216230;224909;247466;282227;307490;330933;416945
171581,NULL
171584,NULL
171589,NULL
171591,NULL
171600,215751;231693
171602,NULL
171604,171738
171605,230696;234821;239186;239895;239897;259516
171606,204396;215793
171610,NULL
171616,NULL
171617,NULL
171647,171735
171677,NULL
171689,171803;171807
171702,172516
171707,NULL
171722,173458;174701
171728,171106;319933
171729,NULL
171731,172148;172493
171735,171647
171738,171604
171741,NULL
171747,NULL
171755,NULL
171772,NULL
171777,NULL
171794,NULL
171803,171689;171807
171807,171689;171803
171816,NULL
171833,NULL
171848,170677;171299;173904;206104
171855,NULL
171866,NULL
171869,173087;173194;179789
171870,NULL
171872,NULL
171874,172107
171876,171350;213720;214658;216967;239544;240863;242401;249648;256887
171881,NULL
171884,250193;266002
171892,269877;326774;349262;394116;414205
171908,NULL
171929,NULL
171935,NULL
171938,NULL
171940,170521;170958;171293;171945
171945,170521;170958;171293;171940
171946,NULL
171957,NULL
171968,NULL
171973,NULL
171977,NULL
171991,NULL
172015,NULL
172021,NULL
172025,175942
172026,NULL
172029,190678
172068,NULL
172091,174835;178075;199826
172096,172589
172107,171874
172113,220472;224898
172127,NULL
172132,NULL
172141,174408
172142,NULL
172148,171731;172493
172163,283436
172168,173738
172179,459763
172185,174761
172222,177460;179513
172225,NULL
172239,NULL
172244,NULL
172246,170499;173883;177793;197548;202757;206340;214028;217688;217899;217933;228065;232703
172248,NULL
172262,NULL
172264,173321
172272,NULL
172273,NULL
172275,NULL
172281,NULL
172289,NULL
172291,NULL
172300,NULL
172307,249073;263037;269646;276508;308013;324462
172313,NULL
172317,NULL
172328,179371
172329,NULL
172361,NULL
172384,NULL
172386,NULL
172389,NULL
172401,NULL
172402,172974
172426,172617;175968;190836;191992;196508;211282;216077;242828
172451,NULL
172493,171731;172148
172497,NULL
172502,NULL
172504,NULL
172505,NULL
172516,171702
172526,184621;200838
172530,174176;175679;177403;184312;186928;188835;196632;196875;202948;206102;206140;206547;206941;207594;209564;210005;210350;213202;214789;215101;215233;215486;217482;217720;218865
172553,161749;167183;169300;170511;170535;170901;173156;173670;174187;174850;175609;175803;177432;177466;177487;177551
172580,NULL
172589,172096
172597,NULL
172616,205531
172617,172426;175968;190836;191992;196508;211282;216077;242828
172647,NULL
172658,174185
172666,NULL
172675,280134
172694,NULL
172706,173416
172724,175500;233581;234041;238244;261317;261592;261706;269948;270652;270939;272047;272048;272049;272539;278734
172733,173000
172758,NULL
172780,NULL
172788,NULL
172810,NULL
172817,174935;186503;210517
172832,NULL
172854,NULL
172885,NULL
172891,224400
172894,174480
172903,NULL
172931,NULL
172952,NULL
172962,173978;174928;187190;188179;205426;214501;218665;222504;222547;222586;227241;232955;234384;234759;235324;245747;247324;248180;248449;248504;250653;255575;256720;257010;257254;261872;262409;263643;264089;264454;266078;269711;269960;272560;272638;274834;279299
172970,NULL
172974,172402
172976,174184;187573;194522;226211;249355;252919;252999;254888;255629;264778;266767;267114;275355;286634;289443;311680;318390;329378;335888;360178;477229;491181;577660;614923;634870
172992,177497;177776;178568;183478
173000,172733
173004,NULL
173019,NULL
173036,NULL
173086,173149
173087,171869;173194;179789
173095,NULL
173132,170861;171496;174786;175361
173135,184286;223754
173145,NULL
173149,173086
173155,266568
173156,161749;167183;169300;170511;170535;170901;172553;173670;174187;174850;175609;175803;177432;177466;177487;177551
173158,NULL
173182,NULL
173184,173185
173185,173184
173187,NULL
173194,171869;173087;179789
173199,NULL
173203,NULL
173220,NULL
173226,178223;297779
173247,173380
173251,227037;243217;245685;246731
173292,NULL
173295,173410;173411;173546;173911
173307,NULL
173314,170609;175069;207453;214503;228631;233576
173318,210582
173321,172264
173326,NULL
173333,174737
173334,NULL
173335,NULL
173346,NULL
173380,173247
173406,174332;175335;415874
173407,NULL
173410,173295;173411;173546;173911
173411,173295;173410;173546;173911
173416,172706
173425,NULL
173444,NULL
173448,170705;177682
173458,171722;174701
173476,NULL
173493,176268
173497,185896
173511,NULL
173539,173784
173546,173295;173410;173411;173911
173569,186150;216583;222548;249354
173607,NULL
173651,NULL
173667,NULL
173670,161749;167183;169300;170511;170535;170901;172553;173156;174187;174850;175609;175803;177432;177466;177487;177551
173676,NULL
173677,NULL
173679,NULL
173687,NULL
173737,NULL
173738,172168
173741,NULL
173760,NULL
173762,173816;178214;178510;184264;191542;215052;226493;240429;240794;249631;251907;252399
173770,NULL
173784,173539
173789,NULL
173809,NULL
173813,NULL
173816,173762;178214;178510;184264;191542;215052;226493;240429;240794;249631;251907;252399
173823,NULL
173828,NULL
173830,182412
173856,NULL
173875,NULL
173878,174956;225927;249977
173879,207111;218286;219579;219885
173883,170499;172246;177793;197548;202757;206340;214028;217688;217899;217933;228065;232703
173904,170677;171299;171848;206104
173907,NULL
173911,173295;173410;173411;173546
173927,169834
173932,NULL
173946,NULL
173954,174199;214794
173978,172962;174928;187190;188179;205426;214501;218665;222504;222547;222586;227241;232955;234384;234759;235324;245747;247324;248180;248449;248504;250653;255575;256720;257010;257254;261872;262409;263643;264089;264454;266078;269711;269960;272560;272638;274834;279299
173980,179179
173988,NULL
174012,NULL
174033,NULL
174067,NULL
174076,NULL
174095,NULL
174098,175335
174102,312985;382236;403341
174105,NULL
174108,NULL
174120,NULL
174126,NULL
174146,NULL
174154,NULL
174162,NULL
174174,NULL
174175,NULL
174176,172530;175679;177403;184312;186928;188835;196632;196875;202948;206102;206140;206547;206941;207594;209564;210005;210350;213202;214789;215101;215233;215486;217482;217720;218865
174184,172976;187573;194522;226211;249355;252919;252999;254888;255629;264778;266767;267114;275355;286634;289443;311680;318390;329378;335888;360178;477229;491181;577660;614923;634870
174185,172658
174186,NULL
174187,161749;167183;169300;170511;170535;170901;172553;173156;173670;174850;175609;175803;177432;177466;177487;177551
174199,173954;214794
174207,NULL
174212,NULL
174241,NULL
174265,174573;174574;174720;174821;174939;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174281,NULL
174291,NULL
174293,NULL
174297,NULL
174304,196564
174311,NULL
174332,173406;175335;415874
174343,176633;177678;186786;187413;189150;211874;216092;236359;240669;258576;414248;414435;430764
174387,NULL
174390,187543;251659
174406,174592
174407,NULL
174408,172141
174420,NULL
174452,NULL
174480,172894
174482,NULL
174488,NULL
174489,219177;236006;341714
174497,NULL
174503,NULL
174505,NULL
174515,NULL
174534,NULL
174535,175404;184581
174537,NULL
174540,272200;274246;284735;289879;291928;297864;302365;304984;312981;315628;315629;317537;330250;344645;360910;361622;370039;396195;476832
174543,NULL
174549,174771
174550,174551
174551,174550
174553,NULL
174556,178048;178664;210659
174571,NULL
174573,174265;174574;174720;174821;174939;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174574,174265;174573;174720;174821;174939;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174576,174586
174577,174774;174814;175261
174586,174576
174587,NULL
174592,174406
174594,NULL
174605,NULL
174611,NULL
174616,202503
174625,NULL
174636,NULL
174652,NULL
174687,NULL
174698,NULL
174701,171722;173458
174720,174265;174573;174574;174821;174939;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174724,NULL
174734,235495;248086;250719;253928;256236;263789;268859;288569;288710;321638;336467;355239
174737,173333
174744,NULL
174755,NULL
174757,NULL
174759,NULL
174761,172185
174764,250602
174768,NULL
174771,174549
174774,174577;174814;175261
174784,NULL
174786,170861;171496;173132;175361
174788,NULL
174789,NULL
174814,174577;174774;175261
174821,174265;174573;174574;174720;174939;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174826,NULL
174835,172091;178075;199826
174837,180332;180572
174849,NULL
174850,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;175609;175803;177432;177466;177487;177551
174854,249917
174864,176978;182849
174876,NULL
174880,NULL
174887,NULL
174895,NULL
174926,NULL
174928,172962;173978;187190;188179;205426;214501;218665;222504;222547;222586;227241;232955;234384;234759;235324;245747;247324;248180;248449;248504;250653;255575;256720;257010;257254;261872;262409;263643;264089;264454;266078;269711;269960;272560;272638;274834;279299
174932,219518;243110;257685;260088;261908;262062;262392;266187;266761;270412;270633;273230;275263;278480;278705;279721;279857;283810;284820;285060;291269;292081;295108;295988;296549;308833;318912;322494
174935,172817;186503;210517
174939,174265;174573;174574;174720;174821;174964;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174956,173878;225927;249977
174957,255303;374370
174964,174265;174573;174574;174720;174821;174939;175164;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
174966,185480
175017,NULL
175021,NULL
175027,NULL
175038,NULL
175042,NULL
175069,170609;173314;207453;214503;228631;233576
175081,NULL
175124,216346;233450;244871;246094;246795;248429;250236;250240;252139;259849;259865;261730;267280;267388;271564;278468;279125;280983;285143;288039;291990;300194;300606;300632;301434;308826;309621;320580;333077;338414;345727;348749;351288;351635;358020;358627;358643;361725;366741;368961;369574;372292;375074;382492;386979;390115;390393;404152;409625;427667
175164,174265;174573;174574;174720;174821;174939;174964;175255;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
175209,NULL
175232,NULL
175244,NULL
175255,174265;174573;174574;174720;174821;174939;174964;175164;175779;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
175256,184179;184699;228951;233010;233679;234098;237232;237379;238388;240838;251563;254091;266705;270460;276322;276348;276765;281827;286658;292509;307860;325609;327142;337413;351947;373711;376271;377977;380701;384636;402003;406912;426188;461753;576032
175261,174577;174774;174814
175294,206534;207994
175302,178322;178395;179821;181094;189139;189279;190270;195387;195657;199398;200721;205304;205923;207975;209257;209950;212588;212657;212890;212952;212969;215337;215363;217704;223593
175335,173406;174332;415874
175343,NULL
175361,170861;171496;173132;174786
175365,NULL
175373,NULL
175379,NULL
175397,178682
175404,174535;184581
175432,NULL
175463,NULL
175466,NULL
175492,NULL
175500,172724;233581;234041;238244;261317;261592;261706;269948;270652;270939;272047;272048;272049;272539;278734
175511,NULL
175515,NULL
175527,178016;237836;238727;249450;265241;270403;273954;277326;284562;288142;303498
175528,NULL
175529,175530
175530,175529
175532,NULL
175541,NULL
175550,NULL
175558,NULL
175572,NULL
175575,NULL
175581,176549
175583,NULL
175595,NULL
175597,NULL
175609,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175803;177432;177466;177487;177551
175615,175650;175958
175629,176081;205091;230408;249549
175643,NULL
175650,175615;175958
175655,NULL
175656,265177
175661,NULL
175662,201978
175679,172530;174176;177403;184312;186928;188835;196632;196875;202948;206102;206140;206547;206941;207594;209564;210005;210350;213202;214789;215101;215233;215486;217482;217720;218865
175685,NULL
175692,205807
175699,200270;234075;239751;246588;260930;267261;268255;273452;314299;332715
175706,NULL
175714,NULL
175717,370531
175719,NULL
175759,177465;177601
175767,170793
175777,NULL
175779,174265;174573;174574;174720;174821;174939;174964;175164;175255;175922;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
175783,NULL
175802,NULL
175803,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175609;177432;177466;177487;177551
175804,NULL
175806,NULL
175831,NULL
175835,NULL
175844,NULL
175874,NULL
175891,NULL
175893,NULL
175909,271683;292684
175922,174265;174573;174574;174720;174821;174939;174964;175164;175255;175779;184265;187213;200172;216203;227732;232760;244614;248032;251948;252447
175942,172025
175958,175615;175650
175968,172426;172617;190836;191992;196508;211282;216077;242828
175970,NULL
176004,NULL
176041,227508
176068,NULL
176074,NULL
176081,175629;205091;230408;249549
176130,204249
176134,NULL
176155,176314;177156;180509;181390;182848;183099
176181,NULL
176183,177254;177256
176235,NULL
176268,173493
176285,NULL
176314,176155;177156;180509;181390;182848;183099
176337,NULL
176344,NULL
176388,NULL
176395,NULL
176396,307695
176397,NULL
176398,NULL
176399,NULL
176400,268667;303617;365240;376692
176401,168410
176402,NULL
176403,NULL
176404,NULL
176408,NULL
176415,NULL
176418,NULL
176466,179415;185592;190724;191124;197836;202147
176481,NULL
176497,NULL
176529,NULL
176547,191621
176549,175581
176557,208185
176564,192485;218340;220185;239611
176573,181003;181004
176591,NULL
176607,278577;290017;314864;410939
176631,NULL
176633,174343;177678;186786;187413;189150;211874;216092;236359;240669;258576;414248;414435;430764
176655,NULL
176665,NULL
176675,231430
176677,NULL
176739,NULL
176913,NULL
176955,179464
176978,174864;182849
176987,NULL
177007,NULL
177013,170768
177092,NULL
177117,NULL
177155,NULL
177156,176155;176314;180509;181390;182848;183099
177172,177443;177444;177559;177957;178618;179469;180488;180820
177205,177227;177343
177209,177210
177210,177209
177227,177205;177343
177252,NULL
177254,176183;177256
177256,176183;177254
177266,NULL
177278,NULL
177282,NULL
177302,NULL
177343,177205;177227
177360,197329;197894;206661;214118;234266;236413
177376,NULL
177403,172530;174176;175679;184312;186928;188835;196632;196875;202948;206102;206140;206547;206941;207594;209564;210005;210350;213202;214789;215101;215233;215486;217482;217720;218865
177432,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175609;175803;177466;177487;177551
177443,177172;177444;177559;177957;178618;179469;180488;180820
177444,177172;177443;177559;177957;178618;179469;180488;180820
177447,NULL
177454,NULL
177460,172222;179513
177465,175759;177601
177466,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175609;175803;177432;177487;177551
177482,NULL
177487,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175609;175803;177432;177466;177551
177497,172992;177776;178568;183478
177498,177499;178247;178249;249189;266537;297448;339053
177499,177498;178247;178249;249189;266537;297448;339053
177500,220493;227115;230713;233196;234303;239542;253576;254444;271705;272946;275863;279574;282228;308396;311916;317188;321573;327592;340185;342023;344782
177501,178338
177503,191065;221129;246912;269200;294527;299827;302491;364004;364948;379950;422346
177506,178284;248196;248241;251789;272470
177507,NULL
177518,NULL
177535,178613;184713
177538,NULL
177551,161749;167183;169300;170511;170535;170901;172553;173156;173670;174187;174850;175609;175803;177432;177466;177487
177553,NULL
177555,NULL
177559,177172;177443;177444;177957;178618;179469;180488;180820
177563,203556
177572,NULL
177590,NULL
177595,NULL
177601,175759;177465
177610,NULL
177612,NULL
177618,187850;190035;200715;207492;208071;208403;215655
177669,NULL
177677,NULL
177678,174343;176633;186786;187413;189150;211874;216092;236359;240669;258576;414248;414435;430764
177682,170705;173448
177693,NULL
177708,NULL
177714,NULL
177719,NULL
177722,NULL
177724,NULL
177749,NULL
177762,NULL
177769,NULL
177776,172992;177497;178568;183478
177793,170499;172246;173883;197548;202757;206340;214028;217688;217899;217933;228065;232703
177797,179710;197368
177823,178207
177832,NULL
177833,NULL
177837,NULL
177857,NULL
177870,NULL
177876,NULL
177899,NULL
177902,NULL
177929,NULL
177940,NULL
177946,NULL
177957,177172;177443;177444;177559;178618;179469;180488;180820
177961,189092;224489;229865;234469;236731;237134;239687;246517;265508;265779;273744;275541;275895;276695;278389;278538;278964;279532;279625;279767;291536;293262;296093;296595;298085;313128;313875;314104;314282;318267;318870;320386;321869;341813;349426;351862;353082;356765;358343;359781;373471;376356;384413;390118;390150;394306;403119;413756;413986;423117;423927;427274;427635;428911;428949;429028;432283;434720;434760;435180;435671;436001;436958;437839;437913;439079;439685;441148;441571;442073;444514;448066;448670;449923;449968;450998;457006;466270;468813;469638;469959;471237;471600;482121;484213;484908;486116;489599;498285;499517;502247;503182;505689;508535;511209;513043;517675;521978;524024;524156;524425;526983;533289;541845;556968;561136;566783;569016;570111;574646;575284;576754;584958;592016;594015;596940;599643;600400;609234;614835;616464;619856;640173;642849;644539;645928
177971,NULL
177973,NULL
177977,NULL
178001,NULL
178005,NULL
178016,175527;237836;238727;249450;265241;270403;273954;277326;284562;288142;303498
178033,NULL
178048,174556;178664;210659
178051,184658
178075,172091;174835;199826
178078,NULL
178079,223429;233478
178082,181109
178083,207278;208874;210877;211107;219071;219226;219986;220250;228312;228431;231074;233999;234784;234853;237812;238191;238679;244430;245322;249676;250971;251133;252030;252986;256391;257135;260429;267617;268294;268595;268745;272366;274040;280666;281449;287878;289109;289445;292816;296226;297757;300097;300361;300775;307443;308860;326387;343831
178084,NULL
178110,184050;203993;242643;262358;284516;285762;291272;292218;296613;296852;304710;307030;309763
178120,204837;236629;266378;297679
178123,185028;204845;206662;213204;222156;224273;225223;226971;229229;229857;232200;236850;239353;243125
178131,178218
178156,181832;183098
178161,199510
178184,178240
178186,179553;179632;183739;199356
178199,212178;214900
178202,NULL
178207,177823
178214,173762;173816;178510;184264;191542;215052;226493;240429;240794;249631;251907;252399
178215,231085
178218,178131
178223,173226;297779
178224,NULL
178227,342673;359951
178234,NULL
178237,NULL
178240,178184
178247,177498;177499;178249;249189;266537;297448;339053
178248,NULL
178249,177498;177499;178247;249189;266537;297448;339053
178254,NULL
178262,209849;210317;213039;215790;218217
178284,177506;248196;248241;251789;272470
178307,NULL
178322,175302;178395;179821;181094;189139;189279;190270;195387;195657;199398;200721;205304;205923;207975;209257;209950;212588;212657;212890;212952;212969;215337;215363;217704;223593
178338,177501
178395,175302;178322;179821;181094;189139;189279;190270;195387;195657;199398;200721;205304;205923;207975;209257;209950;212588;212657;212890;212952;212969;215337;215363;217704;223593
178405,NULL
178410,NULL
178458,NULL
178485,NULL
178489,214224
178510,173762;173816;178214;184264;191542;215052;226493;240429;240794;249631;251907;252399
178512,NULL
178514,205507;207856
178538,NULL
178556,201706;203486;233931;255507;264322;266458;287631;292176;315055
178567,NULL
178568,172992;177497;177776;183478
178573,NULL
178578,NULL
178585,NULL
178592,NULL
178595,178600;203997;206243;207139;210468;215304;236979
178597,NULL
178600,178595;203997;206243;207139;210468;215304;236979
178605,NULL
178613,177535;184713
178618,177172;177443;177444;177559;177957;179469;180488;180820
178621,178622
178622,178621
178631,265387
178651,214651;229054;234486;236568;256444;271158;281696;285787;299456;310725;311502;405827;419058;431187;464683
178656,NULL
178664,174556;178048;210659
178682,175397
178756,110894;241610;368287;457051;466640
178785,185182;191399
178803,NULL
178804,NULL
178821,NULL
178866,NULL
178868,NULL
178884,221604;252945;260990;268872;275692;276549;371471
178968,NULL
178990,NULL
178994,NULL
179015,NULL
179072,NULL
179081,NULL
179099,NULL
179144,NULL
179179,173980
179213,NULL
179240,NULL
179245,NULL
179246,NULL
179252,NULL
179253,NULL
179261,NULL
179263,NULL
179299,NULL
179336,185223
179371,172328
179388,NULL
179415,176466;185592;190724;191124;197836;202147
179431,NULL
179464,176955
179469,177172;177443;177444;177559;177957;178618;180488;180820
179471,NULL
179506,NULL
179513,172222;177460
179553,178186;179632;183739;199356
179560,NULL
179569,NULL
179586,194521;214589;226032
179597,NULL
179629,NULL
179632,178186;179553;183739;199356
179655,NULL
179656,204346;232259;233837;238822;250477;254022;261568;261909;262075;263829;266635;270837;273462;274332;276472;276793;277961;280101;282404;284540;297961;302635;303397
179660,181849
179665,NULL
179666,NULL
179689,179724
179693,NULL
179710,177797;197368
179724,179689
179789,171869;173087;173194
179800,181521
179807,NULL
179815,NULL
179821,175302;178322;178395;181094;189139;189279;190270;195387;195657;199398;200721;205304;205923;207975;209257;209950;212588;212657;212890;212952;212969;215337;215363;217704;223593
179825,NULL
179845,234203;240171;252880;269904
179938,NULL
179954,NULL
180014,NULL
180026,NULL
180031,205815;215070;223881;225336;225352;226269;246013
180045,NULL
180050,NULL
180121,NULL
180156,NULL
180164,NULL
180208,NULL
180213,NULL
180260,216633;226567;284065;291903;348162;348557;373183;426041;432108;525266;525564
180289,NULL
180292,NULL
180295,NULL
180332,174837;180572
180356,NULL
180402,NULL
180488,177172;177443;177444;177559;177957;178618;179469;180820
180509,176155;176314;177156;181390;182848;183099
180519,NULL
180521,NULL
180522,NULL
180572,174837;180332
180593,NULL
180638,NULL
180674,188070;194096
180702,180704;240774;254033;256415
180704,180702;240774;254033;256415
180734,186982
180759,180760;180761;180763;180764;180765;180766;180768;180769;180773;206187;223563
180760,180759;180761;180763;180764;180765;180766;180768;180769;180773;206187;223563
180761,180759;180760;180763;180764;180765;180766;180768;180769;180773;206187;223563
180763,180759;180760;180761;180764;180765;180766;180768;180769;180773;206187;223563
180764,180759;180760;180761;180763;180765;180766;180768;180769;180773;206187;223563
180765,180759;180760;180761;180763;180764;180766;180768;180769;180773;206187;223563
180766,180759;180760;180761;180763;180764;180765;180768;180769;180773;206187;223563
180768,180759;180760;180761;180763;180764;180765;180766;180769;180773;206187;223563
180769,180759;180760;180761;180763;180764;180765;180766;180768;180773;206187;223563
180773,180759;180760;180761;180763;180764;180765;180766;180768;180769;206187;223563
180787,NULL
180791,NULL
180820,177172;177443;177444;177559;177957;178618;179469;180488
180844,181994
180962,181528;183123;200452;260674;294308;300167
180974,NULL
180992,180993
180993,180992
181003,176573;181004
181004,176573;181003
181012,NULL
181018,181124;181257
181033,207706;220878
181043,NULL
181086,NULL
181094,175302;178322;178395;179821;189139;189279;190270;195387;195657;199398;200721;205304;205923;207975;209257;209950;212588;212657;212890;212952;212969;215337;215363;217704;223593
181109,178082
181113,183402
181120,191795
181124,181018;181257
181141,NULL
181154,NULL
181164,NULL
181185,171502;219457;221051;231254;254020;254204;287026
181215,NULL
181226,NULL
181257,181018;181124
181390,176155;176314;177156;180509;182848;183099
181445,NULL
181460,NULL
181461,NULL
181521,179800
181528,180962;183123;200452;260674;294308;300167
181541,184386;203490;217934;229932;232728;241653
181578,272714;274222
181586,NULL
181601,NULL
181605,NULL
181613,218184
181620,341138
181651,NULL
181760,181761
181761,181760
181790,NULL
181800,NULL
181832,178156;183098
181849,179660
181872,185141;213328;253244
181893,194865
181918,NULL
181994,180844
182024,NULL
182054,NULL
182060,NULL
182061,NULL
182097,NULL
182108,NULL
182110,NULL
182138,258124;279902
182273,NULL
182409,196758;198508;203695;225175
182412,173830
182591,NULL
182695,182798
182706,NULL
182707,NULL
182798,182695
182848,176155;176314;177156;180509;181390;183099
182849,174864;176978
182886,NULL
182888,NULL
182894,NULL
182928,NULL
182940,NULL
182944,NULL
182959,NULL
182968,NULL
182995,NULL
183028,NULL
183047,NULL
183091,NULL
183098,178156;181832
183099,176155;176314;177156;180509;181390;182848
