Issue_id,Duplicate
182,NULL
183,1
184,NULL
185,4944
186,NULL
187,NULL
188,NULL
189,NULL
190,NULL
191,NULL
192,NULL
193,NULL
194,NULL
195,NULL
196,NULL
197,NULL
198,NULL
199,NULL
200,NULL
201,NULL
202,NULL
203,9513
204,NULL
205,NULL
206,NULL
207,NULL
208,NULL
209,NULL
210,NULL
211,NULL
212,15169
213,NULL
214,NULL
215,123;4934
216,NULL
217,NULL
218,NULL
219,NULL
220,NULL
221,NULL
222,NULL
223,NULL
224,NULL
225,NULL
226,178;22806
227,NULL
228,71;256
229,NULL
230,NULL
231,8602
232,13422
233,NULL
234,NULL
235,NULL
236,NULL
237,NULL
238,NULL
239,5037;5628
240,NULL
241,NULL
242,NULL
243,NULL
244,NULL
245,NULL
246,NULL
247,85;10959
248,NULL
249,NULL
250,NULL
251,NULL
252,13570;21577;25620
253,NULL
254,NULL
255,NULL
256,71;228
257,16050
258,NULL
259,NULL
260,NULL
261,NULL
262,NULL
263,NULL
264,25238;26937;37476;49967
265,NULL
266,NULL
267,NULL
268,NULL
269,NULL
270,NULL
271,NULL
272,NULL
273,10752;12158
274,8987;10234;19584
275,NULL
276,NULL
277,NULL
278,NULL
326,3120
816,NULL
817,NULL
818,NULL
819,NULL
820,NULL
821,NULL
822,NULL
823,NULL
824,NULL
825,NULL
826,NULL
827,NULL
828,NULL
829,NULL
830,NULL
831,NULL
832,NULL
833,NULL
834,NULL
835,NULL
836,7710
837,NULL
838,NULL
839,NULL
840,NULL
841,NULL
842,NULL
843,NULL
844,NULL
845,NULL
846,NULL
847,NULL
848,NULL
849,NULL
850,NULL
851,NULL
852,NULL
853,NULL
854,NULL
855,NULL
856,NULL
857,NULL
858,NULL
859,NULL
860,NULL
861,NULL
862,NULL
863,NULL
864,NULL
865,4644
866,NULL
1533,NULL
1562,7755;41547
1577,2676
1592,NULL
1642,6949;11986
1714,NULL
1720,NULL
1749,NULL
1761,NULL
1767,NULL
1773,NULL
1774,NULL
1775,NULL
1776,NULL
1777,NULL
1778,NULL
1779,NULL
1780,NULL
1781,NULL
1782,NULL
1783,NULL
1784,NULL
1785,NULL
1786,NULL
1787,NULL
1788,NULL
1789,NULL
1790,NULL
1791,NULL
1792,NULL
1793,NULL
1794,NULL
1795,NULL
1796,NULL
1797,NULL
1798,NULL
1799,NULL
1800,NULL
1801,NULL
1802,NULL
1803,NULL
1804,NULL
1805,NULL
1806,NULL
1807,NULL
1808,NULL
1809,NULL
1810,NULL
1811,NULL
1812,NULL
1813,NULL
1814,NULL
1815,7477
1816,NULL
1817,NULL
1818,NULL
1819,NULL
1820,NULL
1821,NULL
1822,NULL
1823,NULL
1824,NULL
1825,NULL
1826,NULL
1827,NULL
1828,NULL
1829,2261
1830,NULL
1831,NULL
1832,NULL
1833,NULL
1835,NULL
1836,NULL
1837,NULL
1838,NULL
1839,NULL
1840,NULL
1841,NULL
1842,NULL
1843,NULL
1844,NULL
1845,NULL
1846,NULL
1847,NULL
1848,NULL
1849,NULL
1850,NULL
1851,NULL
1852,NULL
1853,NULL
1854,NULL
1855,NULL
1856,NULL
1857,NULL
1858,NULL
1859,NULL
1860,NULL
1861,NULL
1862,NULL
1863,NULL
1864,NULL
1865,NULL
1866,NULL
1867,6296;8822
1868,NULL
1869,NULL
1870,NULL
1871,NULL
1872,NULL
1873,NULL
1874,NULL
1875,NULL
1876,NULL
1877,NULL
1878,2266;2750
1879,NULL
1880,NULL
1881,NULL
1882,48081
1883,35948;44800
1884,NULL
1885,NULL
1886,NULL
1887,NULL
1888,NULL
1889,NULL
1890,NULL
1891,NULL
1892,NULL
1893,2706
1894,NULL
1895,NULL
1896,NULL
1897,NULL
1898,NULL
1899,NULL
1900,NULL
1901,NULL
1902,NULL
1903,NULL
1904,NULL
1905,NULL
1906,NULL
1907,NULL
1908,NULL
1909,NULL
1910,NULL
1911,NULL
1912,NULL
1913,NULL
1914,NULL
1915,NULL
1916,2392;5030
1918,NULL
1919,NULL
1920,NULL
1921,NULL
1922,NULL
1923,2276
1924,NULL
1926,NULL
1927,NULL
1928,NULL
1929,NULL
1930,NULL
1931,NULL
1932,NULL
1933,NULL
1934,NULL
1935,NULL
1936,NULL
1937,NULL
1938,11581;14491;22805
1939,NULL
1940,NULL
1941,NULL
1942,NULL
1943,NULL
1944,5934
1945,NULL
1946,NULL
1947,2172;2270;24771;25655;27436
1948,NULL
1949,NULL
1950,NULL
1951,NULL
1952,NULL
1953,NULL
1954,NULL
1955,NULL
1956,NULL
1957,NULL
1958,NULL
1959,NULL
1960,NULL
1961,NULL
1962,NULL
1963,NULL
1964,NULL
1965,2819;7743
1966,NULL
1967,NULL
1968,NULL
1969,NULL
1971,NULL
1972,NULL
1973,NULL
1974,NULL
1975,NULL
1976,NULL
1977,NULL
1978,NULL
1979,NULL
1980,NULL
1981,NULL
1982,NULL
1983,2356
1984,NULL
1985,NULL
1986,NULL
1987,NULL
1988,NULL
1989,NULL
1990,NULL
1991,1997;2005
1992,NULL
1993,2002;2500
1994,NULL
1995,NULL
1996,NULL
1997,1991;2005
1998,NULL
1999,NULL
2000,NULL
2001,NULL
2002,1993;2500
2003,NULL
2004,NULL
2005,1991;1997
2006,NULL
2007,NULL
2008,NULL
2009,8592
2010,NULL
2011,NULL
2012,NULL
2013,NULL
2014,NULL
2015,NULL
2016,NULL
2017,NULL
2018,NULL
2019,NULL
2020,NULL
2021,NULL
2022,NULL
2023,NULL
2024,NULL
2025,NULL
2026,NULL
2027,5842
2028,NULL
2029,NULL
2030,NULL
2031,NULL
2032,NULL
2033,NULL
2034,NULL
2035,15718;33643;51200
2036,NULL
2037,NULL
2038,NULL
2039,NULL
2040,NULL
2041,2147;2859
2042,NULL
2043,NULL
2044,NULL
2045,NULL
2046,NULL
2047,NULL
2048,9203;29228
2049,NULL
2050,NULL
2051,2341;2404;2610;2611;2758;7006
2052,NULL
2053,NULL
2054,NULL
2055,NULL
2056,26442
2057,6823;13870;41333
2058,NULL
2059,5336
2060,NULL
2061,NULL
2062,NULL
2063,NULL
2064,NULL
2065,NULL
2066,14779;20648;21468
2067,NULL
2068,NULL
2069,25731
2070,NULL
2071,NULL
2072,NULL
2073,NULL
2074,NULL
2075,NULL
2076,NULL
2077,NULL
2078,24991
2079,NULL
2080,NULL
2081,NULL
2082,NULL
2083,2504
2084,NULL
2085,NULL
2086,NULL
2087,NULL
2088,NULL
2089,NULL
2090,28346;37681;37744;39218
2091,NULL
2092,NULL
2093,NULL
2094,NULL
2095,NULL
2096,NULL
2097,NULL
2098,NULL
2099,20109
2100,NULL
2101,22822
2102,NULL
2103,NULL
2104,NULL
2105,NULL
2106,25387;25748;28147;30001;68238
2107,NULL
2108,21174
2109,NULL
2110,2622;7790;8981
2111,NULL
2112,NULL
2113,NULL
2114,NULL
2115,NULL
2116,NULL
2117,NULL
2118,NULL
2119,NULL
2120,NULL
2121,NULL
2122,NULL
2123,NULL
2124,NULL
2125,NULL
2126,5669;5961
2127,NULL
2128,NULL
2129,NULL
2130,NULL
2131,NULL
2132,NULL
2133,NULL
2134,NULL
2135,2785;24027
2136,NULL
2137,NULL
2138,NULL
2139,6366
2140,NULL
2141,NULL
2142,NULL
2143,NULL
2144,NULL
2145,NULL
2146,NULL
2147,2041;2859
2148,2740;7781;87445;119345
2149,NULL
2150,NULL
2151,NULL
2152,NULL
2153,NULL
2154,NULL
2155,NULL
2156,NULL
2157,NULL
2158,NULL
2159,NULL
2160,NULL
2161,NULL
2162,NULL
2163,NULL
2164,2331;11547
2165,NULL
2166,NULL
2167,NULL
2168,NULL
2169,NULL
2170,NULL
2171,NULL
2172,1947;2270;24771;25655;27436
2173,NULL
2174,NULL
2175,5046;22775;25267
2176,NULL
2177,NULL
2178,NULL
2179,NULL
2180,NULL
2181,NULL
2182,NULL
2183,NULL
2184,NULL
2185,NULL
2186,NULL
2187,NULL
2188,NULL
2189,NULL
2190,NULL
2191,NULL
2192,NULL
2193,NULL
2194,NULL
2195,NULL
2196,NULL
2197,NULL
2198,NULL
2199,NULL
2200,NULL
2201,NULL
2202,NULL
2203,NULL
2204,NULL
2205,NULL
2206,NULL
2207,NULL
2208,NULL
2209,NULL
2210,NULL
2211,NULL
2212,NULL
2213,8864
2214,2216
2215,NULL
2216,2214
2217,NULL
2218,NULL
2219,NULL
2220,NULL
2221,NULL
2222,NULL
2223,NULL
2224,NULL
2225,NULL
2226,NULL
2227,NULL
2228,NULL
2229,18452
2230,NULL
2231,NULL
2232,NULL
2233,NULL
2234,NULL
2235,NULL
2236,NULL
2237,NULL
2238,NULL
2239,NULL
2240,NULL
2241,NULL
2242,NULL
2243,NULL
2244,NULL
2245,NULL
2246,NULL
2247,NULL
2248,NULL
2249,NULL
2250,NULL
2251,NULL
2252,8628
2253,NULL
2254,NULL
2255,NULL
2256,NULL
2257,NULL
2258,NULL
2259,NULL
2260,NULL
2261,1829
2262,NULL
2263,NULL
2264,NULL
2265,NULL
2266,1878;2750
2267,11594
2268,NULL
2269,NULL
2270,1947;2172;24771;25655;27436
2271,NULL
2272,NULL
2273,NULL
2274,NULL
2275,NULL
2276,1923
2277,NULL
2278,14321;20915;31927
2279,NULL
2280,6884;7173
2281,7198;12926;20516;21157;21493;22022;32364;33419;39753;45503;46484;58519;63907;71264;76618;81549;82794;87472
2282,NULL
2283,NULL
2284,NULL
2285,NULL
2286,22940
2287,NULL
2288,NULL
2289,NULL
2290,NULL
2291,NULL
2292,NULL
2293,NULL
2294,NULL
2296,NULL
2297,NULL
2298,NULL
2299,NULL
2300,NULL
2301,NULL
2302,NULL
2303,NULL
2304,NULL
2305,NULL
2306,2969;7043;26412
2307,NULL
2308,NULL
2309,2631
2310,NULL
2311,NULL
2312,25067
2313,NULL
2314,NULL
2315,NULL
2316,NULL
2317,NULL
2318,NULL
2319,NULL
2320,NULL
2321,NULL
2322,NULL
2323,NULL
2324,NULL
2325,NULL
2326,NULL
2327,NULL
2328,NULL
2329,NULL
2331,2164;11547
2332,2421
2333,NULL
2334,NULL
2335,NULL
2336,NULL
2337,NULL
2338,19134;21094
2339,NULL
2340,NULL
2341,2051;2404;2610;2611;2758;7006
2342,NULL
2343,NULL
2344,NULL
2345,8061;65338;87449;94882
2346,NULL
2347,2797
2348,NULL
2349,NULL
2350,NULL
2351,NULL
2352,NULL
2353,NULL
2354,NULL
2355,NULL
2356,1983
2357,NULL
2358,NULL
2359,NULL
2360,NULL
2361,NULL
2362,NULL
2363,NULL
2364,NULL
2365,NULL
2366,NULL
2367,NULL
2368,NULL
2369,7346;27821;39331;72079;128347;203220;206364
2370,2699;5939;19534
2371,NULL
2373,14862
2374,NULL
2375,NULL
2376,NULL
2377,14218
2378,NULL
2379,NULL
2380,NULL
2381,NULL
2383,NULL
2384,NULL
2385,NULL
2386,NULL
2387,NULL
2388,NULL
2389,NULL
2390,NULL
2391,NULL
2392,1916;5030
2393,NULL
2394,NULL
2395,NULL
2396,NULL
2397,NULL
2398,NULL
2399,NULL
2400,NULL
2401,NULL
2402,NULL
2403,NULL
2404,2051;2341;2610;2611;2758;7006
2405,NULL
2406,NULL
2407,NULL
2408,NULL
2409,NULL
2410,NULL
2411,NULL
2412,NULL
2413,NULL
2414,NULL
2415,NULL
2416,NULL
2417,NULL
2418,NULL
2419,NULL
2420,NULL
2421,2332
2422,5969;6460;7635
2423,NULL
2424,NULL
2425,NULL
2426,5838;12107;18202;163666;164336
2427,NULL
2428,NULL
2429,NULL
2430,NULL
2431,NULL
2432,NULL
2433,NULL
2434,NULL
2435,NULL
2436,NULL
2437,NULL
2438,5959
2439,NULL
2441,NULL
2442,NULL
2443,2715
2444,2646
2445,NULL
2446,NULL
2447,NULL
2448,NULL
2449,NULL
2450,NULL
2451,NULL
2452,NULL
2453,NULL
2454,NULL
2455,NULL
2456,NULL
2457,2936
2458,NULL
2459,NULL
2460,NULL
2461,NULL
2462,NULL
2463,NULL
2464,NULL
2465,7365;8459
2466,NULL
2467,NULL
2468,NULL
2469,NULL
2470,NULL
2471,NULL
2472,NULL
2473,NULL
2474,NULL
2475,NULL
2476,NULL
2477,NULL
2478,NULL
2479,NULL
2480,NULL
2481,NULL
2482,NULL
2483,NULL
2484,NULL
2485,NULL
2486,15542
2487,NULL
2488,NULL
2489,NULL
2490,NULL
2491,NULL
2492,NULL
2493,NULL
2494,NULL
2495,6287;7913;18712
2496,NULL
2497,2852;2953;22221
2498,NULL
2499,NULL
2500,1993;2002
2501,2851
2502,NULL
2503,NULL
2504,2083
2505,6091
2506,NULL
2507,NULL
2508,2847;2884;6271
2509,NULL
2511,NULL
2512,NULL
2513,NULL
2514,NULL
2515,NULL
2516,NULL
2517,NULL
2519,NULL
2520,NULL
2521,NULL
2522,NULL
2523,NULL
2524,NULL
2525,5700;12066;15768;22286;22623;22638
2526,NULL
2527,NULL
2528,NULL
2529,NULL
2530,NULL
2531,NULL
2532,NULL
2533,NULL
2534,NULL
2535,NULL
2536,NULL
2538,NULL
2539,NULL
2540,NULL
2541,NULL
2542,NULL
2543,21552
2544,NULL
2545,NULL
2546,NULL
2547,NULL
2548,NULL
2549,NULL
2550,NULL
2551,NULL
2552,NULL
2553,NULL
2554,NULL
2555,NULL
2556,NULL
2557,NULL
2558,NULL
2559,NULL
2560,NULL
2561,NULL
2562,NULL
2563,NULL
2564,4639;35083;37114;117049
2565,NULL
2566,NULL
2567,NULL
2568,NULL
2569,NULL
2570,NULL
2571,NULL
2572,NULL
2574,NULL
2575,NULL
2576,NULL
2577,NULL
2578,21325
2579,NULL
2580,NULL
2581,NULL
2582,NULL
2583,NULL
2584,NULL
2585,NULL
2586,NULL
2587,NULL
2588,NULL
2589,NULL
2590,10682
2591,NULL
2592,NULL
2593,2594;4505;4518;13467
2594,2593;4505;4518;13467
2595,NULL
2596,NULL
2597,2895
2598,NULL
2599,NULL
2600,NULL
2601,NULL
2602,NULL
2603,NULL
2604,NULL
2605,NULL
2606,NULL
2607,NULL
2608,NULL
2609,NULL
2610,2051;2341;2404;2611;2758;7006
2611,2051;2341;2404;2610;2758;7006
2612,NULL
2613,NULL
2615,24878
2616,NULL
2617,NULL
2618,NULL
2619,NULL
2620,NULL
2621,NULL
2622,2110;7790;8981
2623,NULL
2624,NULL
2625,NULL
2626,NULL
2627,NULL
2628,NULL
2629,NULL
2630,NULL
2631,2309
2632,NULL
2633,NULL
2634,NULL
2635,NULL
2636,NULL
2637,NULL
2638,NULL
2639,NULL
2640,NULL
2641,NULL
2642,NULL
2643,27489
2644,NULL
2645,NULL
2646,2444
2648,NULL
2649,2679
2650,NULL
2651,NULL
2652,NULL
2653,NULL
2654,NULL
2655,NULL
2656,NULL
2657,NULL
2658,NULL
2659,NULL
2660,NULL
2661,NULL
2662,NULL
2663,NULL
2665,NULL
2666,NULL
2667,NULL
2668,7864
2669,NULL
2670,NULL
2671,NULL
2672,NULL
2673,NULL
2674,NULL
2675,NULL
2676,1577
2677,NULL
2678,NULL
2679,2649
2680,NULL
2681,NULL
2682,NULL
2683,NULL
2684,NULL
2685,NULL
2686,NULL
2687,NULL
2688,NULL
2689,NULL
2690,NULL
2691,NULL
2692,NULL
2693,NULL
2694,NULL
2695,NULL
2696,NULL
2697,NULL
2698,NULL
2699,2370;5939;19534
2700,NULL
2701,NULL
2702,NULL
2703,NULL
2704,NULL
2705,NULL
2706,1893
2707,NULL
2708,19483;19485;24645;168405;175358;214371;218261;227619
2709,NULL
2710,NULL
2711,NULL
2712,NULL
2714,NULL
2715,2443
2716,NULL
2717,NULL
2718,NULL
2719,NULL
2720,NULL
2721,NULL
2722,NULL
2723,NULL
2724,NULL
2725,NULL
2726,NULL
2727,NULL
2728,NULL
2729,NULL
2730,NULL
2731,NULL
2732,NULL
2733,NULL
2734,NULL
2735,NULL
2736,5149
2737,NULL
2739,NULL
2740,2148;7781;87445;119345
2741,NULL
2742,NULL
2743,NULL
2744,NULL
2745,NULL
2747,NULL
2748,2769
2749,NULL
2750,1878;2266
2751,NULL
2752,NULL
2753,NULL
2754,NULL
2755,NULL
2756,NULL
2757,NULL
2758,2051;2341;2404;2610;2611;7006
2759,NULL
2760,NULL
2761,NULL
2762,NULL
2763,NULL
2764,NULL
2765,NULL
2766,NULL
2767,NULL
2768,NULL
2769,2748
2770,NULL
2771,NULL
2772,NULL
2774,NULL
2775,NULL
2776,NULL
2777,NULL
2778,NULL
2779,NULL
2780,NULL
2781,NULL
2782,NULL
2783,NULL
2784,NULL
2785,2135;24027
2786,NULL
2787,NULL
2788,NULL
2789,NULL
2790,NULL
2791,NULL
2792,NULL
2793,NULL
2794,NULL
2796,NULL
2797,2347
2798,NULL
2799,NULL
2800,NULL
2801,NULL
2802,NULL
2803,NULL
2804,NULL
2805,NULL
2806,NULL
2807,NULL
2808,NULL
2809,NULL
2810,NULL
2811,NULL
2812,NULL
2814,NULL
2815,NULL
2816,NULL
2817,7788
2818,NULL
2819,1965;7743
2820,NULL
2821,19413;21650;31632
2822,7045
2823,NULL
2824,NULL
2825,NULL
2827,NULL
2828,NULL
2829,NULL
2830,NULL
2831,NULL
2832,NULL
2833,NULL
2834,NULL
2835,NULL
2836,NULL
2837,NULL
2838,NULL
2839,NULL
2840,NULL
2841,NULL
2842,NULL
2843,NULL
2844,6513;11367;12193;14563;15514
2845,NULL
2846,NULL
2847,2508;2884;6271
2848,NULL
2849,21085
2850,7996;8561;33667
2851,2501
2852,2497;2953;22221
2853,NULL
2854,NULL
2856,NULL
2858,NULL
2859,2041;2147
2860,NULL
2862,NULL
2863,NULL
2864,NULL
2865,NULL
2866,NULL
2867,NULL
2868,NULL
2869,36949;37935;38716;39189;39430;40661;58944
2870,NULL
2871,NULL
2872,NULL
2873,NULL
2874,2882
2875,NULL
2876,NULL
2877,NULL
2878,NULL
2880,NULL
2881,NULL
2882,2874
2883,NULL
2884,2508;2847;6271
2885,NULL
2886,NULL
2887,NULL
2888,NULL
2889,NULL
2890,NULL
2891,NULL
2892,NULL
2893,NULL
2894,NULL
2895,2597
2896,NULL
2898,NULL
2899,NULL
2900,NULL
2901,NULL
2902,NULL
2903,NULL
2904,NULL
2905,NULL
2906,NULL
2907,NULL
2908,NULL
2909,17738
2910,NULL
2911,NULL
2912,NULL
2913,NULL
2914,NULL
2915,NULL
2916,NULL
2917,NULL
2918,NULL
2919,NULL
2920,NULL
2921,NULL
2922,NULL
2923,NULL
2924,NULL
2925,NULL
2926,NULL
2927,NULL
2928,NULL
2929,NULL
2930,NULL
2931,NULL
2932,NULL
2933,5238
2934,NULL
2935,NULL
2936,2457
2937,NULL
2938,NULL
2939,5693;7890;8752
2940,NULL
2941,NULL
2942,NULL
2943,NULL
2944,NULL
2945,11624;12835;19334;19955;32348;34883;38233;49535;49943;106336;117777;117851;122328;126302;156484;156529
2947,NULL
2948,NULL
2949,NULL
2950,NULL
2951,NULL
2952,NULL
2953,2497;2852;22221
2954,NULL
2955,NULL
2956,NULL
2957,NULL
2958,NULL
2959,NULL
2960,NULL
2961,NULL
2962,NULL
2963,NULL
2964,NULL
2965,NULL
2966,NULL
2967,NULL
2968,NULL
2969,2306;7043;26412
2970,NULL
2971,NULL
2972,NULL
2973,NULL
2974,NULL
2975,NULL
2976,NULL
2977,NULL
2978,NULL
2979,NULL
2980,NULL
2981,NULL
2982,NULL
2983,NULL
2984,NULL
2985,NULL
2986,NULL
2987,NULL
2988,NULL
2989,NULL
2991,NULL
2992,7312
2993,NULL
2994,NULL
2995,NULL
2996,NULL
2997,NULL
2998,NULL
2999,NULL
3000,NULL
3001,NULL
3002,NULL
3003,NULL
3004,NULL
3005,NULL
3006,NULL
3007,NULL
3008,NULL
3009,NULL
3010,NULL
3012,NULL
3013,NULL
3014,NULL
3015,NULL
3016,NULL
3017,NULL
3018,NULL
3019,NULL
3020,NULL
3021,NULL
3022,NULL
3023,NULL
3024,NULL
3025,NULL
3026,NULL
3027,NULL
3028,NULL
3029,NULL
3030,NULL
3031,NULL
3032,NULL
3033,92725
3034,3099;20636
3035,3094;5685
3036,NULL
3038,NULL
3039,NULL
3040,NULL
3041,3561
3042,NULL
3043,NULL
3044,NULL
3045,NULL
3047,NULL
3048,NULL
3049,NULL
3050,NULL
3052,NULL
3053,NULL
3054,NULL
3055,NULL
3056,NULL
3057,NULL
3060,NULL
3061,NULL
3062,NULL
3063,NULL
3065,NULL
3066,NULL
3067,NULL
3068,NULL
3069,NULL
3070,NULL
3071,NULL
3072,NULL
3073,NULL
3074,10932;14020;19327;50371
3075,NULL
3076,NULL
3077,NULL
3078,NULL
3079,15386
3080,10696
3081,NULL
3082,5712
3083,3113
3084,3086
3085,NULL
3086,3084
3087,NULL
3088,NULL
3089,NULL
3090,NULL
3092,NULL
3093,NULL
3094,3035;5685
3095,3116
3096,NULL
3097,22911
3098,NULL
3099,3034;20636
3100,12769;12979;13474
3101,5827
3102,NULL
3103,13552
3104,NULL
3105,3131
3106,8588;9894;10005
3107,75961;189634
3108,3119
3110,NULL
3111,NULL
3112,NULL
3113,3083
3114,NULL
3115,NULL
3116,3095
3117,NULL
3118,NULL
3119,3108
3120,326
3121,NULL
3122,NULL
3124,NULL
3125,NULL
3128,14123;18008;23932;27774;27775;27778;28826;29431;33138;34321;35201;36626;39131;40516;42954;45216
3129,NULL
3130,NULL
3131,3105
3132,5649
3133,NULL
3135,NULL
3136,NULL
3137,NULL
3138,NULL
3140,NULL
3141,NULL
3142,NULL
3143,NULL
3144,NULL
3145,NULL
3146,NULL
3147,NULL
3148,NULL
3149,NULL
3150,NULL
3151,NULL
3152,NULL
3153,NULL
3154,NULL
3155,11544
3156,NULL
3157,NULL
3158,NULL
3159,NULL
3160,NULL
3161,NULL
3162,NULL
3163,NULL
3164,NULL
3165,NULL
3166,NULL
3167,NULL
3168,NULL
3169,NULL
3170,NULL
3171,NULL
3172,NULL
3187,NULL
3462,NULL
3466,NULL
3484,NULL
3491,NULL
3551,NULL
3554,NULL
3561,3041
3669,NULL
3738,NULL
3840,4008;5771;14959;15434;15562;18535;22512;22801
3890,NULL
3939,NULL
3954,NULL
3970,28669;36177;49894;56514;69197
3979,10011;13426;21263;22430;24388;36222;36292;42492;45706;47584;50041;74866;111044;125851
3983,NULL
4008,3840;5771;14959;15434;15562;18535;22512;22801
4058,NULL
4158,NULL
4214,NULL
4228,7576
4310,NULL
4332,NULL
4333,NULL
4334,NULL
4335,NULL
4336,NULL
4337,NULL
4338,NULL
4339,NULL
4340,NULL
4341,NULL
4342,NULL
4343,NULL
4344,NULL
4345,NULL
4346,NULL
4347,NULL
4348,NULL
4357,NULL
4359,NULL
4374,NULL
4378,NULL
4386,5106
4392,NULL
4393,NULL
4394,109494;147620;151644;221781
4395,NULL
4396,4502
4397,NULL
4398,NULL
4399,NULL
4400,NULL
4401,NULL
4403,NULL
4404,NULL
4405,NULL
4406,NULL
4407,NULL
4408,NULL
4409,68887;71975;72641;75467;82901
4410,NULL
4411,NULL
4412,NULL
4413,NULL
4414,NULL
4415,4809
4416,17833;51575;74139;93605;95356
4417,22137;25683;69725;69726
4418,NULL
4419,NULL
4420,NULL
4421,NULL
4422,13024
4423,NULL
4424,NULL
4425,NULL
4426,NULL
4427,NULL
4428,NULL
4429,NULL
4430,NULL
4431,NULL
4432,NULL
4433,9230;96356;100083
4434,NULL
4435,NULL
4436,NULL
4437,NULL
4438,NULL
4439,NULL
4440,NULL
4441,NULL
4442,NULL
4443,NULL
4444,NULL
4445,NULL
4446,NULL
4447,NULL
4448,NULL
4449,NULL
4450,NULL
4451,NULL
4452,NULL
4453,NULL
4454,NULL
4455,NULL
4456,NULL
4457,NULL
4458,9866;37592;45467;45475
4459,NULL
4460,NULL
4461,NULL
4462,NULL
4463,NULL
4464,NULL
4465,4470;4948;17057;24566;25861
4466,NULL
4467,NULL
4468,NULL
4469,NULL
4470,4465;4948;17057;24566;25861
4471,NULL
4472,NULL
4473,NULL
4474,NULL
4475,NULL
4476,NULL
4477,NULL
4478,NULL
4479,NULL
4480,NULL
4481,NULL
4482,NULL
4483,NULL
4484,62552;63000;63001;63105;63565
4485,NULL
4486,NULL
4487,NULL
4488,NULL
4489,NULL
4490,NULL
4491,NULL
4492,NULL
4493,NULL
4494,NULL
4495,NULL
4496,NULL
4497,NULL
4498,NULL
4499,NULL
4500,NULL
4501,NULL
4502,4396
4503,NULL
4504,NULL
4505,2593;2594;4518;13467
4506,NULL
4507,NULL
4508,NULL
4509,NULL
4511,NULL
4512,NULL
4513,NULL
4514,NULL
4515,NULL
4516,NULL
4517,NULL
4518,2593;2594;4505;13467
4519,NULL
4520,NULL
4521,NULL
4522,NULL
4523,NULL
4524,NULL
4525,NULL
4526,NULL
4527,NULL
4528,NULL
4529,NULL
4530,NULL
4531,NULL
4532,NULL
4533,NULL
4534,NULL
4535,NULL
4536,NULL
4537,NULL
4538,15165;22876
4539,NULL
4540,NULL
4541,NULL
4542,NULL
4543,NULL
4544,NULL
4545,NULL
4546,NULL
4547,NULL
4548,NULL
4549,NULL
4550,NULL
4551,NULL
4552,NULL
4553,NULL
4554,NULL
4555,NULL
4556,NULL
4557,NULL
4558,4727
4559,7845;29041;35079;38368
4560,24877
4561,NULL
4562,NULL
4563,NULL
4564,NULL
4565,NULL
4566,NULL
4567,NULL
4568,NULL
4569,NULL
4570,6172;37494;37495;228831
4571,4812
4572,50026
4573,NULL
4574,6592
4575,NULL
4577,42517
4578,NULL
4579,NULL
4580,NULL
4581,NULL
4582,NULL
4583,NULL
4584,NULL
4585,NULL
4586,NULL
4587,4603;10148;30381;38634;38636;51459
4588,NULL
4589,NULL
